"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE"
"201500002175560",11/12/2015  11:08,,"LARCENY-THEFT","61XX S 35TH AVE","85041","RETAIL BUSINESS"
"201500002175702",11/12/2015  11:10,,"LARCENY-THEFT","61XX S 35TH AVE","85041","RETAIL BUSINESS"
"201510000016868",11/12/2015  11:15,11/12/2015  11:30,"DRUG OFFENSE","41XX N 27TH AVE","85017","PARKING LOT"
"201500002175658",11/12/2015  11:20,11/12/2015  11:25,"DRUG OFFENSE","21XX W BEARDSLEY RD","85027","OPEN SPACE / DESERT"
"201500002175670",11/12/2015  11:27,,"AGGRAVATED ASSAULT","33XX W BELL RD","85053","CONVENIENCE MARKET / STORE"
"201500002184162",11/12/2015  11:30,11/13/2015  00:00,"LARCENY-THEFT","8XX E TURNEY AVE","85014","GROUP HOME"
"201500002181394",11/12/2015  11:49,11/13/2015  07:30,"BURGLARY","54XX E SANDRA TER","85254","SINGLE FAMILY HOUSE"
"201500002177563",11/12/2015  12:00,11/12/2015  16:00,"BURGLARY","68XX W CAMPBELL AVE","85033","SINGLE FAMILY HOUSE"
"201500002359489",11/12/2015  12:00,12/11/2015  11:59,"BURGLARY","98XX W RIVERSIDE AVE","85353","SINGLE FAMILY HOUSE"
"201500002177820",11/12/2015  12:00,11/12/2015  16:50,"BURGLARY","35XX W ECHO LN","85051","SINGLE FAMILY HOUSE"
"201500002188188",11/12/2015  12:00,11/12/2015  15:00,"BURGLARY","29XX N 35TH ST","85018","APARTMENT"
"201500002223626",11/12/2015  12:00,11/14/2015  12:00,"LARCENY-THEFT","424XX N VISION WAY","85086","PARKING LOT"
"201500002176199",11/12/2015  12:19,11/12/2015  12:53,"LARCENY-THEFT","17XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002176344",11/12/2015  12:20,,"DRUG OFFENSE","48XX N 27TH AVE","85017","PARKING LOT"
"201500002176010",11/12/2015  12:25,12/21/2015  09:00,"LARCENY-THEFT","160XX S 35TH WAY","85048",
"201500002177609",11/12/2015  13:00,11/12/2015  16:00,"LARCENY-THEFT","30XX W EL CAMINITO DR","85051","SINGLE FAMILY HOUSE"
"201510000016966",11/12/2015  13:00,11/12/2015  20:00,"LARCENY-THEFT","68XX N 19TH AVE","85015","RETAIL BUSINESS"
"201500002219660",11/12/2015  13:00,11/17/2015  05:00,"LARCENY-THEFT","7XX E MCDOWELL RD","85006","CONSTRUCTION SITE"
"201500002176367",11/12/2015  13:26,11/12/2015  13:30,"AGGRAVATED ASSAULT","48XX N 71ST AVE","85033","SCHOOL-COLLEGE/UNIVERSITY"
"201500002174098",11/12/2015  13:30,11/12/2015  13:33,"MOTOR VEHICLE THEFT","12XX W ROESER RD","85041","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002177447",11/12/2015  13:30,,"LARCENY-THEFT","19XX W INDIAN SCHOOL RD","85015","SPECIALTY STORE"
"201580008447",11/12/2015  13:30,11/12/2015  15:00,"LARCENY-THEFT","182XX N 25TH AVE","85023","APARTMENT"
"201500002176455",11/12/2015  13:38,,"LARCENY-THEFT","83XX W THOMAS RD","85037","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002176645",11/12/2015  13:46,11/12/2015  14:00,"LARCENY-THEFT","100XX N METRO PKWY W","85051","RETAIL BUSINESS"
"201500002177944",11/12/2015  14:00,11/12/2015  17:00,"BURGLARY","3XX N 5TH AVE","85003","APARTMENT"
"201500002178407",11/12/2015  14:00,11/12/2015  15:30,"BURGLARY","8XX E PURDUE AVE","85020","APARTMENT"
"201500002184013",11/12/2015  14:00,11/13/2015  07:30,"LARCENY-THEFT","16XX W GLENDALE AVE","85015","VEHICLE"
"201500002176821",11/12/2015  14:15,11/12/2015  14:35,"AGGRAVATED ASSAULT","10XX E ROMA AVE","85014","APARTMENT"
"201500002176780",11/12/2015  14:20,11/12/2015  14:22,"LARCENY-THEFT","4XX N 67TH AVE","85043","DEPARTMENT / DISCOUNT STORE"
"201500002176754",11/12/2015  14:23,11/12/2015  14:23,"BURGLARY","37XX W RUTH AVE","85051","SINGLE FAMILY HOUSE"
"201500002182306",11/12/2015  14:30,11/13/2015  07:30,"MOTOR VEHICLE THEFT","26XX N 51ST ST","85008","SINGLE FAMILY HOUSE"
"201500002180707",11/12/2015  14:30,11/13/2015  06:00,"LARCENY-THEFT","126XX N 21ST DR","85029","SINGLE FAMILY HOUSE"
"201500002176768",11/12/2015  14:35,11/12/2015  14:35,"DRUG OFFENSE","19XX W UNION HILLS DR","85027","PARKING LOT"
"201500002176875",11/12/2015  14:44,11/12/2015  14:44,"DRUG OFFENSE","50XX W INDIAN SCHOOL RD","85031","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002222013",11/12/2015  14:45,11/12/2015  15:15,"MOTOR VEHICLE THEFT","13XX W OREGON AVE","85013","VEHICLE"
"201500002176908",11/12/2015  14:46,11/12/2015  14:46,"MOTOR VEHICLE THEFT","19XX S 82ND AVE","85043","DRIVEWAY"
"201500002177204",11/12/2015  15:00,11/12/2015  15:30,"LARCENY-THEFT","61XX N 35TH AVE","85017","PARKING LOT"
"201500002177008",11/12/2015  15:00,11/12/2015  15:03,"ROBBERY","25XX W CAMPBELL AVE","85017","VEHICLE"
"201500002177017",11/12/2015  15:00,11/12/2015  15:03,"LARCENY-THEFT","80XX N 19TH AVE","85021","GROCERY / SUPER MARKET"
"201500002177104",11/12/2015  15:10,,"LARCENY-THEFT","XX E BASELINE RD","85042","RETAIL BUSINESS"
"201500002177147",11/12/2015  15:23,11/12/2015  15:25,"AGGRAVATED ASSAULT","S 1ST AVE & W MADISON ST","85003","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002177156",11/12/2015  15:24,,"LARCENY-THEFT","40XX N 19TH AVE","85015","DRUG STORE"
"201500002181862",11/12/2015  15:36,,"LARCENY-THEFT","25XX E WILLETTA ST","85008","SINGLE FAMILY HOUSE"
"201500002177268",11/12/2015  15:38,,"LARCENY-THEFT","55XX N 7TH ST","85014","RETAIL BUSINESS"
"201500002179277",11/12/2015  15:40,,"LARCENY-THEFT","28XX E ROOSEVELT ST","85008","VEHICLE"
"201500002177380",11/12/2015  15:55,11/12/2015  15:55,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002177457",11/12/2015  15:55,11/12/2015  16:07,"LARCENY-THEFT","138XX N TATUM BLVD","85254","RETAIL BUSINESS"
"201500002183785",11/12/2015  16:00,11/13/2015  03:30,"LARCENY-THEFT","76XX S 36TH ST","85042","APARTMENT"
"201500002179378",11/12/2015  16:00,11/12/2015  20:50,"LARCENY-THEFT","20XX W GEORGIA AVE","85015","DRIVEWAY"
"201510000016935",11/12/2015  16:00,11/13/2015  05:20,"LARCENY-THEFT","11XX E INDIAN SCHOOL RD","85014","FENCED COMMERCIAL YARD"
"201500002183401",11/12/2015  16:00,11/13/2015  14:30,"BURGLARY","43XX E DEVONSHIRE AVE","85018","SINGLE FAMILY HOUSE"
"201500002177498",11/12/2015  16:10,,"DRUG OFFENSE","22XX E BROADWAY RD","85040","VEHICLE"
"201500002177894",11/12/2015  16:20,,"DRUG OFFENSE","43XX N 58TH DR","85031","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002177647",11/12/2015  16:29,,"LARCENY-THEFT","11XX N 35TH AVE","85009","LIQUOR STORE"
"201500002183627",11/12/2015  16:30,11/13/2015  12:30,"LARCENY-THEFT","27XX W NORTHERN AVE","85051","VEHICLE"
"201500002177809",11/12/2015  16:30,11/12/2015  16:50,"DRUG OFFENSE","63XX N 10TH PL","85014","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002177721",11/12/2015  16:39,,"LARCENY-THEFT","5XX E MCDOWELL RD","85004","FAST FOOD STORE"
"201500002177741",11/12/2015  16:40,,"LARCENY-THEFT","17XX W BETHANY HOME RD","85015","DEPARTMENT / DISCOUNT STORE"
"201500002177928",11/12/2015  17:00,11/12/2015  17:00,"LARCENY-THEFT","19XX E CAMELBACK RD","85016","RETAIL BUSINESS"
"201500002178103",11/12/2015  17:00,11/12/2015  17:26,"LARCENY-THEFT","84XX N 27TH AVE","85051","APARTMENT"
"201500002181206",11/12/2015  17:00,11/13/2015  08:30,"BURGLARY","35XX E LINCOLN DR","85018","SINGLE FAMILY HOUSE"
"201500002177891",11/12/2015  17:00,,"LARCENY-THEFT","22XX E FILLMORE ST","85006","OTHER"
"201500002178045",11/12/2015  17:10,11/12/2015  17:10,"LARCENY-THEFT","45XX E CACTUS RD","85032","DEPARTMENT / DISCOUNT STORE"
"201500002178074",11/12/2015  17:20,11/12/2015  17:24,"DRUG OFFENSE","184XX N CAVE CREEK RD","85032","GROCERY / SUPER MARKET"
"201500002178049",11/12/2015  17:20,11/12/2015  17:20,"LARCENY-THEFT","47XX E RAY RD","85044","RETAIL BUSINESS"
"201500002178073",11/12/2015  17:26,,"AGGRAVATED ASSAULT","4XX N 67TH AVE","85043","RETAIL BUSINESS"
"201500002181915",11/12/2015  17:30,11/13/2015  10:49,"LARCENY-THEFT","124XX N 19TH AVE","85029","APARTMENT"
"201500002179198",11/12/2015  17:45,,"LARCENY-THEFT","25XX W BROADWAY RD","85041","FOJ - PREMISE UNKNOWN"
"201500002179352",11/12/2015  17:57,11/12/2015  20:51,"MOTOR VEHICLE THEFT","12XX N LAUREL AVE","85007","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002178348",11/12/2015  17:57,,"DRUG OFFENSE","24XX W GRAND AVE","85009","PARKING LOT"
"201500002178418",11/12/2015  18:00,11/12/2015  18:10,"MOTOR VEHICLE THEFT","33XX W TAYLOR ST","85009","SINGLE FAMILY HOUSE"
"201500002181153",11/12/2015  18:00,11/13/2015  06:00,"BURGLARY","68XX W INDIAN SCHOOL RD","85033","CHURCH / SYNAGOGUE / TEMPLE / MOSQUE"
"201500002178350",11/12/2015  18:00,11/12/2015  18:00,"ROBBERY","31XX E INDIAN SCHOOL RD","85016","SPECIALTY STORE"
"201500002183180",11/12/2015  18:00,11/13/2015  03:00,"RAPE","9XX N 24TH ST","85006","PARKING LOT"
"201500002178546",11/12/2015  18:11,11/12/2015  18:12,"LARCENY-THEFT","30XX S 99TH AVE","85353","RETAIL BUSINESS"
"201500002178506",11/12/2015  18:24,,"AGGRAVATED ASSAULT","9XX W ALTA VISTA RD","85041","APARTMENT"
"201500002178559",11/12/2015  18:25,,"LARCENY-THEFT","34XX W GLENDALE AVE","85017","SPECIALTY STORE"
"201580008475",11/12/2015  18:30,,"LARCENY-THEFT","101XX W MARGUERITE AVE","85353","SINGLE FAMILY HOUSING"
"201500002179038",11/12/2015  18:30,11/12/2015  19:00,"MOTOR VEHICLE THEFT","22XX W DEVONSHIRE AVE","85015","PARKING LOT"
"201500002178647",11/12/2015  18:45,11/12/2015  18:45,"BURGLARY","10XX W HELENA DR","85023","SINGLE FAMILY HOUSE"
"201500002178765",11/12/2015  18:50,11/12/2015  19:03,"AGGRAVATED ASSAULT","30XX W BROADWAY RD","85041","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002180829",11/12/2015  19:00,11/13/2015  06:30,"MOTOR VEHICLE THEFT","25XX N 52ND ST","85008","APARTMENT"
"201500002180451",11/12/2015  19:00,11/13/2015  02:56,"LARCENY-THEFT","152XX N 26TH ST","85032","SINGLE FAMILY HOUSE"
"201500002178881",11/12/2015  19:24,,"LARCENY-THEFT","10XX N 24TH ST","85006","RETAIL BUSINESS"
"201500002180636",11/12/2015  19:30,11/13/2015  05:30,"LARCENY-THEFT","11XX N 44TH ST","85008","APARTMENT"
"201500002179895",11/12/2015  19:30,11/12/2015  23:00,"BURGLARY","61XX N 35TH AVE","85019","CHURCH / SYNAGOGUE / TEMPLE / MOSQUE"
"201500002198863",11/12/2015  19:30,,"LARCENY-THEFT","282XX N 44TH ST","85331","OTHER"
"201500002179024",11/12/2015  19:52,,"BURGLARY","60XX S 16TH ST","85042","CONDO / TOWNHOUSE"
"201500002179068",11/12/2015  20:15,,"DRUG OFFENSE","8XX N 13TH AVE","85007","APARTMENT"
"201500002188129",11/12/2015  20:30,11/13/2015  07:00,"MOTOR VEHICLE THEFT","8XX E BELL RD","85022","PARKING LOT"
"201500002179338",11/12/2015  20:56,,"LARCENY-THEFT","61XX S 35TH AVE","85041","GROCERY / SUPER MARKET"
"201500002189663",11/12/2015  21:00,11/12/2015  21:30,"ROBBERY","31XX N 19TH AVE","85015","PARKING LOT"
"201500002184664",11/12/2015  21:00,11/13/2015  08:00,"BURGLARY","40XX W CAMINO DEL RIO","85310","SINGLE FAMILY HOUSE"
"201500002180161",11/12/2015  21:00,11/13/2015  00:30,"MOTOR VEHICLE THEFT","38XX W GELDING DR","85053","DRIVEWAY"
"201500002185898",11/12/2015  21:30,11/12/2015  21:30,"AGGRAVATED ASSAULT","72XX W TURNEY AVE","85033","SINGLE FAMILY HOUSE"
"201500002179549",11/12/2015  21:39,,"MOTOR VEHICLE THEFT","52XX W WILLETTA ST","85043","PARKING LOT"
"201500002179566",11/12/2015  21:42,11/12/2015  21:42,"AGGRAVATED ASSAULT","30XX N CENTRAL AVE","85013","BANK / SAVINGS / CREDIT UNION"
"201500002199949",11/12/2015  22:00,11/16/2015  04:00,"BURGLARY","9XX E WAGONER RD","85022","SINGLE FAMILY HOUSE"
"201500002179686",11/12/2015  22:16,11/12/2015  22:16,"LARCENY-THEFT","20XX N 75TH AVE","85035","RETAIL BUSINESS"
"201500002179721",11/12/2015  22:20,11/12/2015  22:23,"AGGRAVATED ASSAULT","28XX N 7TH ST","85004","CONVENIENCE MARKET / STORE"
"201500002179791",11/12/2015  22:30,,"DRUG OFFENSE","33XX W CAMELBACK RD","85017","SCHOOL-COLLEGE/UNIVERSITY"
"201510000016959",11/12/2015  23:00,11/13/2015  07:00,"MOTOR VEHICLE THEFT","23XX W BLAYLOCK DR","85085","SINGLE FAMILY HOUSE"
"201500002180702",11/12/2015  23:00,11/13/2015  06:00,"MOTOR VEHICLE THEFT","69XX W MCDOWELL RD","85043","APARTMENT"
"201500002181053",11/12/2015  23:00,11/13/2015  07:00,"MOTOR VEHICLE THEFT","41XX W UNION HILLS DR","85308","APARTMENT"
"201580008460",11/12/2015  23:00,,"LARCENY-THEFT","54XX E WASHINGTON ST","85034","APARTMENT"
"201500002180135",11/12/2015  23:30,,"ROBBERY","35XX E CACTUS RD","85032","PARK / PLAYGROUND"
"201500002181130",11/12/2015  23:30,11/13/2015  08:15,"MOTOR VEHICLE THEFT","88XX S 51ST ST","85044","CONDO / TOWNHOUSE"
"201500002188433",11/13/2015  00:00,,"MOTOR VEHICLE THEFT","102XX N 32ND LN","85051","APARTMENT"
"201500002180870",11/13/2015  00:01,11/13/2015  07:00,"MOTOR VEHICLE THEFT","56XX S 4TH ST","85040","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002182491",11/13/2015  00:01,,"RAPE","2XX W MOHAWK DR","85027",
"201500002180077",11/13/2015  00:06,,"MOTOR VEHICLE THEFT","42XX W CYPRESS ST","85009","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002180084",11/13/2015  00:11,,"DRUG OFFENSE","17XX W TONTO ST","85007","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002180855",11/13/2015  01:00,11/13/2015  07:00,"MOTOR VEHICLE THEFT","42XX N 99TH LN","85037","DRIVEWAY"
"201500002180357",11/13/2015  01:50,,"LARCENY-THEFT","35XX W BASELINE RD","85339","CONVENIENCE MARKET / STORE"
"201500002180349",11/13/2015  01:55,11/13/2015  01:55,"BURGLARY","20XX N 73RD AVE","85035","FENCED RESIDENTIAL YARD"
"201500002199316",11/13/2015  02:00,11/13/2015  03:00,"LARCENY-THEFT","42XX E MCDOWELL RD","85008","APARTMENT"
"201580008465",11/13/2015  02:00,11/13/2015  02:00,"LARCENY-THEFT","176XX N 8TH AVE","85023","DRIVEWAY"
"201580008476",11/13/2015  02:00,11/13/2015  07:00,"LARCENY-THEFT","53XX E VAN BUREN ST","85008","APARTMENT"
"201500002180923",11/13/2015  02:30,11/13/2015  03:00,"LARCENY-THEFT","162XX N 45TH AVE","85306","VEHICLE"
"201500002180467",11/13/2015  03:00,11/13/2015  03:08,"LARCENY-THEFT","34XX W DUNLAP AVE","85051","DRUG STORE"
"201500002182068",11/13/2015  03:00,11/13/2015  11:00,"BURGLARY","37XX W DIANA AVE","85051","SINGLE FAMILY HOUSE"
"201500002180779",11/13/2015  03:00,11/13/2015  06:00,"LARCENY-THEFT","28XX E ROOSEVELT ST","85008","APARTMENT"
"201500002180526",11/13/2015  03:53,11/13/2015  04:00,"AGGRAVATED ASSAULT","26XX W DUNLAP AVE","85051","PARKING GARAGE"
"201500002197641",11/13/2015  04:00,11/15/2015  17:00,"BURGLARY","30XX W CHANUTE PASS","85041","SINGLE FAMILY HOUSE"
"201500002181610",11/13/2015  04:00,11/13/2015  08:00,"LARCENY-THEFT","1XX W DESERT LN","85041","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002185926",11/13/2015  05:00,11/13/2015  18:30,"MOTOR VEHICLE THEFT","68XX S 17TH AVE","85041","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002187985",11/13/2015  05:00,11/13/2015  16:00,"BURGLARY","12XX W PIMA ST","85007","SINGLE FAMILY HOUSE"
"201500002188313",11/13/2015  05:00,11/13/2015  19:00,"BURGLARY","12XX N 49TH ST","85008","APARTMENT"
"201500002188276",11/13/2015  05:40,11/13/2015  18:45,"BURGLARY","48XX E EUCLID AVE","85044","SINGLE FAMILY HOUSE"
"201500002184854",11/13/2015  06:00,11/13/2015  17:00,"BURGLARY","61XX N 17TH AVE","85015","SINGLE FAMILY HOUSE"
"201500002184258",11/13/2015  06:00,11/13/2015  07:00,"MOTOR VEHICLE THEFT","5XX N 34TH DR","85009","PARKING LOT"
"201500002183043",11/13/2015  06:00,11/13/2015  13:30,"BURGLARY","30XX N 87TH DR","85037","SINGLE FAMILY HOUSE"
"201500002327242",11/13/2015  06:00,11/13/2015  18:00,"LARCENY-THEFT","132XX N 14TH ST","85022","SINGLE FAMILY HOUSE"
"201580008677",11/13/2015  06:15,,"LARCENY-THEFT","50XX E RAY RD","85044","RESTAURANT"
"201500002197992",11/13/2015  06:30,11/15/2015  18:15,"BURGLARY","22XX W POTTER DR","85027","SINGLE FAMILY HOUSE"
"201500002180774",11/13/2015  06:40,11/13/2015  06:45,"MOTOR VEHICLE THEFT","64XX S 19TH AVE","85041","DRIVEWAY"
"201500002181669",11/13/2015  06:42,11/13/2015  10:00,"BURGLARY","92XX S 10TH AVE","85041","SINGLE FAMILY HOUSE"
"201500002203231",11/13/2015  07:00,11/15/2015  07:00,"BURGLARY","64XX W NEZ PERCE ST","85043","07A STOREROOM/SHED (RESIDENTIAL)"
"201500002182984",11/13/2015  07:30,11/13/2015  13:00,"BURGLARY","29XX E COCHISE RD","85028","SINGLE FAMILY HOUSE"
"201500002182311",11/13/2015  07:30,11/13/2015  12:00,"BURGLARY","55XX W PUEBLO AVE","85043","SINGLE FAMILY HOUSE"
"201500002180908",11/13/2015  07:32,,"AGGRAVATED ASSAULT","16XX W CORONA AVE","85041","SINGLE FAMILY HOUSE"
"201500002183537",11/13/2015  07:40,11/13/2015  14:40,"BURGLARY","57XX N 42ND AVE","85019","SINGLE FAMILY HOUSE"
"201500002183301",11/13/2015  08:00,11/13/2015  14:00,"BURGLARY","51XX N 39TH AVE","85019","SINGLE FAMILY HOUSE"
"201500002183699",11/13/2015  08:00,11/13/2015  15:00,"BURGLARY","5XX W PALM LN","85003","SINGLE FAMILY HOUSE"
"201500002181158",11/13/2015  08:17,,"LARCENY-THEFT","17XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002181201",11/13/2015  08:29,11/13/2015  08:39,"LARCENY-THEFT","16XX E BASELINE RD","85042","DRUG STORE"
"201500002181576",11/13/2015  08:30,,"BURGLARY","114XX N 28TH DR","85029","APARTMENT"
"201500002185548",11/13/2015  09:00,11/13/2015  18:00,"BURGLARY","45XX E HIDALGO AVE","85040","SINGLE FAMILY HOUSE"
"201500002316350",11/13/2015  09:00,11/13/2015  12:00,"LARCENY-THEFT","22XX N 44TH ST","85008","APARTMENT"
"201500002188307",11/13/2015  09:00,11/14/2015  04:00,"LARCENY-THEFT","24XX W APOLLO RD","85041","SINGLE FAMILY HOUSE"
"201500002181339",11/13/2015  09:04,11/13/2015  09:30,"MOTOR VEHICLE THEFT","28XX E BECK LN","85032","PARKING LOT"
"201500002181681",11/13/2015  09:06,11/13/2015  09:08,"MOTOR VEHICLE THEFT","75XX W THOMAS RD","85033","RETAIL BUSINESS"
"201500002185515",11/13/2015  09:10,11/13/2015  18:45,"BURGLARY","36XX W VERMONT AVE","85019","SINGLE FAMILY HOUSE"
"201500002181403",11/13/2015  09:17,,"LARCENY-THEFT","75XX W LOWER BUCKEYE RD","85043","RETAIL BUSINESS"
"201580008508",11/13/2015  09:18,11/15/2015  09:19,"LARCENY-THEFT","78XX N 3RD ST","85020","DRIVEWAY"
"201500002181446",11/13/2015  09:20,11/13/2015  09:23,"LARCENY-THEFT","60XX N 7TH ST","85012","DRUG STORE"
"201500002184042",11/13/2015  09:20,,"LARCENY-THEFT","76XX W THOMAS RD","85035","OTHER"
"201500002181477",11/13/2015  09:25,11/13/2015  09:25,"DRUG OFFENSE","11XX W JEFFERSON ST","85007","OTHER"
"201500002182983",11/13/2015  09:30,11/13/2015  12:15,"LARCENY-THEFT","69XX W MCDOWELL RD","85043","APARTMENT"
"201500002181629",11/13/2015  09:55,,"LARCENY-THEFT","46XX E BELL RD","85032","SCHOOL-COLLEGE/UNIVERSITY"
"201500002181628",11/13/2015  09:57,11/13/2015  09:57,"LARCENY-THEFT","20XX N 75TH AVE","85035","RETAIL BUSINESS"
"201500002186010",11/13/2015  10:00,11/13/2015  20:10,"BURGLARY","51XX N 8TH PL","85014","APARTMENT"
"201500002182060",11/13/2015  10:00,11/13/2015  11:00,"BURGLARY","52XX N 14TH PL","85014","SINGLE FAMILY HOUSE"
"201500002192878",11/13/2015  10:00,11/14/2015  21:00,"LARCENY-THEFT","25XX W COOLIDGE ST","85017","APARTMENT"
"201500002183129",11/13/2015  10:00,11/13/2015  13:30,"BURGLARY","20XX E ORANGEWOOD AVE","85020","SINGLE FAMILY HOUSE"
"201500002186363",11/13/2015  10:30,11/13/2015  20:30,"BURGLARY","89XX N 19TH AVE","85021","APARTMENT"
"201500002181917",11/13/2015  10:40,11/13/2015  10:45,"LARCENY-THEFT","62XX E VIA ESTRELLA AVE","85253","SINGLE FAMILY HOUSE"
"201500002185527",11/13/2015  11:00,11/13/2015  19:03,"AGGRAVATED ASSAULT","51XX W LATHAM ST","85043","RETAIL BUSINESS"
"201500002183282",11/13/2015  11:00,11/13/2015  14:15,"BURGLARY","58XX N 27TH AVE","85017","SINGLE FAMILY HOUSE"
"201580008503",11/13/2015  11:00,,"LARCENY-THEFT","28XX W VAN BUREN ST","85009","SCHOOL/COLLEGE/CHILD CARE"
"201500002181982",11/13/2015  11:06,,"LARCENY-THEFT","17XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002182080",11/13/2015  11:23,11/13/2015  11:23,"BURGLARY","21XX W EARLL DR","85015","SINGLE FAMILY HOUSE"
"201500002182290",11/13/2015  11:30,11/13/2015  11:52,"LARCENY-THEFT","26XX N 45TH AVE","85035","PARKING LOT"
"201500002183818",11/13/2015  11:30,11/13/2015  15:00,"BURGLARY","14XX E BERRIDGE LN","85014","SINGLE FAMILY HOUSE"
"201500002182231",11/13/2015  11:35,,"LARCENY-THEFT","24XX W THOMAS RD","85009","CONVENIENCE MARKET / STORE"
"201510000017456",11/13/2015  11:50,,"DRUG OFFENSE","2XX N 16TH AVE","85007","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002184655",11/13/2015  12:00,,"LARCENY-THEFT","2XX W OCOTILLO RD","85013","SCHOOL-ELEMENTARY/SECONDARY"
"201600000045777",11/13/2015  12:00,01/07/2016  12:00,"BURGLARY","25XX W INDIAN SCHOOL RD","85017","07A STOREROOM/SHED (COMMERCIAL)"
"201500002207569",11/13/2015  12:00,11/16/2015  22:00,"LARCENY-THEFT","36XX W GARFIELD ST","85009","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002234010",11/13/2015  12:00,11/19/2015  12:00,"LARCENY-THEFT","41XX N S HERRERA WAY","85012","GROUP HOME"
"201580008522",11/13/2015  12:01,,"LARCENY-THEFT","47XX E BELL RD","85032","OTHER"
"201500002181710",11/13/2015  12:28,11/13/2015  15:54,"MOTOR VEHICLE THEFT","35XX E TAYLOR ST","85008","PARKING LOT"
"201500002182500",11/13/2015  12:29,11/13/2015  12:29,"LARCENY-THEFT","64XX S 26TH LN","85041","SINGLE FAMILY HOUSE"
"201500002190389",11/13/2015  12:30,,"LARCENY-THEFT","204XX N 29TH AVE","85027","OFFICE / COMMERCIAL BUILDING"
"201500002182822",11/13/2015  12:42,,"AGGRAVATED ASSAULT","211XX N 27TH AVE","85027","SCHOOL-ELEMENTARY/SECONDARY"
"201500002190119",11/13/2015  13:00,11/13/2015  15:00,"BURGLARY","53XX E SHERIDAN ST","85008","GARAGE"
"201500002182951",11/13/2015  13:00,11/13/2015  13:15,"LARCENY-THEFT","45XX E OAK ST","85008","RETAIL BUSINESS"
"201500002182906",11/13/2015  13:15,11/13/2015  13:47,"LARCENY-THEFT","192XX N 27TH AVE","85027","RETAIL BUSINESS"
"201500002182842",11/13/2015  13:15,,"LARCENY-THEFT","16XX E BASELINE RD","85042","RETAIL BUSINESS"
"201500002176015",11/13/2015  13:35,11/13/2015  13:35,"LARCENY-THEFT","104XX N 24TH ST","85028","SINGLE FAMILY HOUSE"
"201500002188362",11/13/2015  14:00,11/13/2015  16:00,"LARCENY-THEFT","37XX W MERCER LN","85029","SINGLE FAMILY HOUSE"
"201500002227392",11/13/2015  14:00,11/20/2015  11:53,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","DEPARTMENT / DISCOUNT STORE"
"201580008504",11/13/2015  14:00,11/13/2015  14:30,"LARCENY-THEFT","4XX N GALVIN PKWY","85008","OTHER"
"201580008473",11/13/2015  14:01,,"LARCENY-THEFT","77XX N 40TH DR","85051","DRIVEWAY"
"201500002183904",11/13/2015  14:26,11/13/2015  14:35,"LARCENY-THEFT","76XX W THOMAS RD","85035","RETAIL BUSINESS"
"201500002184770",11/13/2015  14:30,11/13/2015  14:45,"MOTOR VEHICLE THEFT","26XX N 49TH AVE","85035","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002183378",11/13/2015  14:33,,"DRUG OFFENSE","25XX E VAN BUREN ST","85034","HOTEL / MOTEL"
"201500002187000",11/13/2015  14:45,11/13/2015  15:10,"MOTOR VEHICLE THEFT","20XX N 75TH AVE","85035","PARKING LOT"
"201500002188806",11/13/2015  15:00,11/14/2015  06:00,"BURGLARY","61XX S 32ND ST","85042","FENCED COMMERCIAL YARD"
"201500002183753",11/13/2015  15:15,11/13/2015  15:16,"AGGRAVATED ASSAULT","53XX E MARRIOTT DR","85054","HOTEL / MOTEL"
"201500002183630",11/13/2015  15:20,11/13/2015  15:20,"DRUG OFFENSE","17XX W BELL RD","85023","PARKING LOT"
"201500002186149",11/13/2015  15:29,,"LARCENY-THEFT","38XX W EL CAMINITO DR","85051","SINGLE FAMILY HOUSE"
"201500002183711",11/13/2015  15:30,11/13/2015  15:35,"LARCENY-THEFT","41XX N 7TH AVE","85013","DEPARTMENT / DISCOUNT STORE"
"201500002183924",11/13/2015  15:42,,"BURGLARY","68XX S 70TH DR","85339","SINGLE FAMILY HOUSE"
